Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2021	negative regulation of Wnt signaling pathway (GO:0030178)	1/191	1.747006e-01	1.877770e-01	0	0	5.481994e+00	9.564335e+00	PSMB7
GO_Biological_Process_2021	cellular response to tumor necrosis factor (GO:0071356)	1/194	1.771980e-01	1.898927e-01	0	0	5.395964e+00	9.337649e+00	PSMB7
GO_Biological_Process_2021	protein localization to membrane (GO:0072657)	1/195	1.780288e-01	1.902153e-01	0	0	5.367878e+00	9.263937e+00	ATP1B3
GO_Biological_Process_2021	regulation of angiogenesis (GO:0045765)	1/203	1.846471e-01	1.967012e-01	0	0	5.153205e+00	8.705355e+00	GPNMB
GO_Biological_Process_2021	proteasomal protein catabolic process (GO:0010498)	1/205	1.862937e-01	1.978682e-01	0	0	5.102167e+00	8.573839e+00	PSMB7
GO_Biological_Process_2021	positive regulation of protein modification process (GO:0031401)	1/214	1.936645e-01	2.044870e-01	0	0	4.884359e+00	8.018299e+00	GPNMB
GO_Biological_Process_2021	negative regulation of multicellular organismal process (GO:0051241)	1/214	1.936645e-01	2.044870e-01	0	0	4.884359e+00	8.018299e+00	GPNMB
GO_Biological_Process_2021	positive regulation of cell motility (GO:2000147)	1/221	1.993535e-01	2.098766e-01	0	0	4.727273e+00	7.623557e+00	GPNMB
GO_Biological_Process_2021	regulation of autophagy (GO:0010506)	1/231	2.074145e-01	2.177246e-01	0	0	4.519451e+00	7.109259e+00	ATP6V0B
GO_Biological_Process_2021	regulation of ERK1 and ERK2 cascade (GO:0070372)	1/238	2.130113e-01	2.229477e-01	0	0	4.384410e+00	6.780097e+00	GPNMB
GO_Biological_Process_2021	membrane organization (GO:0061024)	1/242	2.161926e-01	2.256196e-01	0	0	4.310767e+00	6.602309e+00	CLTA
GO_Biological_Process_2021	positive regulation of phosphorylation (GO:0042327)	1/253	2.248782e-01	2.333274e-01	0	0	4.120301e+00	6.148298e+00	GPNMB
GO_Biological_Process_2021	regulation of canonical Wnt signaling pathway (GO:0060828)	1/253	2.248782e-01	2.333274e-01	0	0	4.120301e+00	6.148298e+00	PSMB7
GO_Biological_Process_2021	regulation of protein phosphorylation (GO:0001932)	1/266	2.350251e-01	2.431528e-01	0	0	3.915591e+00	5.670022e+00	GPNMB
GO_Biological_Process_2021	protein deubiquitination (GO:0016579)	1/267	2.358004e-01	2.432539e-01	0	0	3.900673e+00	5.635573e+00	PSMB7
GO_Biological_Process_2021	positive regulation of cell migration (GO:0030335)	1/269	2.373487e-01	2.441496e-01	0	0	3.871170e+00	5.567613e+00	GPNMB
GO_Biological_Process_2021	positive regulation of MAPK cascade (GO:0043410)	1/274	2.412065e-01	2.474090e-01	0	0	3.799306e+00	5.402999e+00	GPNMB
GO_Biological_Process_2021	MAPK cascade (GO:0000165)	1/303	2.632188e-01	2.692181e-01	0	0	3.429418e+00	4.577483e+00	PSMB7
GO_Biological_Process_2021	negative regulation of gene expression (GO:0010629)	1/322	2.773102e-01	2.828249e-01	0	0	3.223315e+00	4.134284e+00	GPNMB
GO_Biological_Process_2021	intracellular protein transport (GO:0006886)	1/336	2.875291e-01	2.924162e-01	0	0	3.086410e+00	3.846998e+00	PTTG1IP
GO_Biological_Process_2021	positive regulation of protein phosphorylation (GO:0001934)	1/371	3.124791e-01	3.168927e-01	0	0	2.789474e+00	3.244765e+00	GPNMB
GO_Biological_Process_2021	negative regulation of cell population proliferation (GO:0008285)	1/379	3.180643e-01	3.216481e-01	0	0	2.729323e+00	3.126445e+00	GPNMB
GO_Biological_Process_2021	positive regulation of intracellular signal transduction (GO:1902533)	1/546	4.252713e-01	4.288550e-01	0	0	1.876871e+00	1.604777e+00	FIS1
GO_Biological_Process_2021	negative regulation of cellular process (GO:0048523)	1/566	4.369794e-01	4.394275e-01	0	0	1.808570e+00	1.497260e+00	GPNMB
GO_Biological_Process_2021	cytokine-mediated signaling pathway (GO:0019221)	1/621	4.680197e-01	4.693270e-01	0	0	1.643463e+00	1.247791e+00	PSMB7
GO_Biological_Process_2021	regulation of cell population proliferation (GO:0042127)	1/764	5.412964e-01	5.412964e-01	0	0	1.325585e+00	8.136283e-01	GPNMB
